id,Name,Description,Building_type,Property_type,Amenities,host_id,Host_name,Host_identity_verified,Host_Experience,Host_fee,Neighbourhood,State,Zipcode,Currency,Season,Instant_bookable,Construction_year,Accommodation_year,Commission,Booking_total,Status,Bookings,Service_fee,Cancellation_Policy,Food_cost,Food_type,Minimum_nights,Reviews,Reviews_per_month,Review_rate_number,House_rules,Host_Revenue,Platform_Revenue,Total_Revenue,Year
1925827,West Shore Country Hale,Large Cozy 1 BR Apartment In Midtown East,Apartment,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'Air conditioning'
 'Smart locks for self check-in']",1944033,Davis,confirmed,Moderately Experienced,0.14,Meireles in Brazil,Brazil,6957,usd,Non Holiday Season,Yes,03-04-2020,03-04-2021,0.13,65.31,not confirmed,3,0,Moderate,37.22,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Muffins'],62,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",9.15,2,Clean up and treat the home the way you'd like your home to be treated,30.6744,4.941,59.1203,2021
6293416,Pennsylvania Avenue Best Kept Secret,Serenity Falls in lovely Astoria 15min to the city,Shared room,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'Air conditioning' 'Iron and iron board']",3353551,Michelle,not confirmed,Moderately Experienced,0,Capucins in France,France,5891,usd,Non Holiday Season,No,04-11-2010,04-11-2011,0.12,65.19,confirmed,634,0.5,Moderate,37.18,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'OJ'],469,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.6,8,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",21.519,3.456,90.1867,2011
2570476,The Inn at Shorewood Township,Private Room Near Brooklyn Museum,Private room,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Heaters' 'Free parking']",9211601,Cole,not confirmed,Inexperienced,0,Constitución in Argentina,Argentina,8374,usd,Holiday Season,Yes,19-12-2011,19-12-2012,0.1,83.97,not confirmed,126,0,Moderate,38.78,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Bread and Jam'],96,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,2.72,1, I have a cute and quiet mixed chihuahua.,23.397,0.7344,57.0335,2012
8585456,The Home Away from Home,Sunnyside NYC/ AC room/ city views/ near Midtown,Private room,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Coffee machine' 'Iron and iron board']",2456652,Anthony,confirmed,Inexperienced,0.16,Constitución in Argentina,Argentina,8347,usd,Holiday Season,Yes,03-12-2017,03-12-2018,0.14,84.21,not confirmed,346,0,Moderate,32.14,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Juices'],275,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,3.37,1,Clean up and treat the home the way you'd like your home to be treated,36.8946,0.9099,50.5762,2018
1333395,Charming Retreat on the Eastside,Hospitality on Propsect Pk-12 yrs Hosting Legally!,Apartment,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Smart locks for self check-in'
 'Iron and iron board']",4779719,Fedrick,confirmed,Inexperienced,0.15,Oak Lawn in  Texas,Kolkata,8039,usd,Holiday Season,Yes,14-02-2011,14-02-2012,0.13,73,confirmed,235,0.77,Flexible,42.82,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Muffins'],236,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,6.68,4, I have a cute and quiet mixed chihuahua.,33.25,7.2144,123.4344,2012
8774100,Redstone Villa,Huge Designer Room | Lower East Side /East Village,Entire house,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Iron and iron board'
 'Heaters']",2120167,Allan C.,confirmed,Moderately Experienced,0.11,Capucins in France,France,3862,usd,Holiday Season,No,19-08-2016,19-08-2017,0.14,88.49,not confirmed,130,0,Moderate,14.65,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Eggs'],388,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.19,7, I have a cute and quiet mixed chihuahua.,33.5829,2.2491,34.5538,2017
8591223,The Magenta,Private Entrance - Private Parking,Private room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Air conditioning' 'Heaters' 'Washer and Dryer']",9055160,Kafayat,confirmed,Experienced,0.13,Capucins in France,France,7678,usd,Holiday Season,No,22-04-2008,22-04-2009,0.11,73.44,confirmed,533,0.3,Moderate,16.21,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Eggs'],199,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,7.76,2," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",31.8912,4.1904,54.2788,2009
4753612,Tabglewoods,Upper East Side 3 bed/3 bath Skyline view!,Private room,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'LED TV' 'Smart locks for self check-in']",2677392,Freddy,not confirmed,Experienced,0,Roma Sur in MexicoCity,MexicoCity,9623,usd,Holiday Season,Yes,17-07-2010,17-07-2011,0.14,64.68,confirmed,360,0.47,Flexible,51.73,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Muffins'],499,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,4.9,4,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,21.468,5.292,90.25,2011
3444866,The Home Sweet Home,Huge Designer Room | Lower East Side /East Village,Shared room,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Heaters' 'LED TV']",2071981,Adele,not confirmed,Experienced,0,Roma Sur in MexicoCity,MexicoCity,5786,usd,Holiday Season,Yes,16-02-2009,16-02-2010,0.12,69.46,confirmed,601,0.56,Strict,12.78,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Juices'],429,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.57,1,No smoking,21.946,2.3139,46.2998,2010
4303024,The Tired Traveler Inn,Fabulous Room in East Willamsburg!,Private room,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Pool' 'Washer and Dryer']",7164307,Sawyer,not confirmed,Moderately Experienced,0,The Bukit Peninsula in  Indonesia,Kolkata,1630,usd,Non Holiday Season,Yes,11-02-2008,11-02-2009,0.12,65.73,confirmed,818,0.7,Flexible,42.18,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Bread and Jam'],17,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",7.75,2,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,21.573,4.185,109.3479,2009
9905420,Oasis of Trees and Tranquility,The Brownstone-Luxury 1 Bd Apt/NYC,Private room,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'Smart locks for self check-in' 'Coffee machine']",1451085,Phillips,confirmed,Inexperienced,0.14,Meireles in Brazil,Brazil,1883,usd,Holiday Season,Yes,21-04-2013,21-04-2014,0.12,89.76,not confirmed,341,0,Strict,23.31,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'OJ'],426,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,2.47,6,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,36.5424,4.0014,45.0042,2014
5929154,The Little James st. Manor,Clinton Hill + Free Coffee = #smile,Entire house,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Iron and iron board'
 'Coffee machine']",2101569,Mark,confirmed,Inexperienced,0.12,Richmond in Melbourne,Melbourne,8640,usd,Holiday Season,Yes,24-06-2021,24-06-2022,0.12,73.94,not confirmed,994,0,Moderate,13.1,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'Juices'],191,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,6.15,2,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",31.2668,3.321,33.6392,2022
7696071,Woodyvyu Stok House,Great Bedroom in Downtown Manhattan,Apartment,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Air conditioning' 'Free parking']",8974721,Martin,not confirmed,Inexperienced,0,Triana in Spain,Spain,9908,usd,Non Holiday Season,Yes,16-10-2018,16-10-2019,0.13,74.06,not confirmed,975,0,Strict,37.63,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Bread and Jam'],435,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,6.64,9,No smoking,22.406,16.1352,70.987,2019
7602784,The Coral Reef Estate,"Franklin St Flat in Trendy Greenpoint Brooklyn,",Shared room,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'Smart locks for self check-in'
 'Washer and Dryer']",6527830,Norman,not confirmed,Inexperienced,0,Triana in Spain,Spain,5145,usd,Holiday Season,Yes,01-08-2019,01-08-2020,0.14,66.96,confirmed,701,0.6,Flexible,45.86,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Juices'],382,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",7.46,8,No smoking,21.696,16.1136,119.1584,2020
4050816,The Iconic Allen Street Clubhouse,"Chelsea living, 2BR best location",Entire house,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Free parking' 'Heaters']",9055231,Vanessa,confirmed,Experienced,0.12,Meireles in Brazil,Brazil,5167,usd,Non Holiday Season,No,15-05-2018,15-05-2019,0.11,84.86,confirmed,758,0.55,Moderate,37.93,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Bread and Jam'],304,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,5.04,4,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",33.6692,5.4432,80.7884,2019
8724492,The Perfect Retreat,Quiet One Bedroom in Park Slope,Shared room,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Air conditioning' 'Iron and iron board']",2132365,Sam,not confirmed,Moderately Experienced,0,Roma Sur in MexicoCity,MexicoCity,7763,usd,Holiday Season,No,23-05-2019,23-05-2020,0.14,85.77,not confirmed,543,0,Strict,36.58,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Bread and Jam'],161,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,7.36,1,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,23.577,1.9872,56.1403,2020
4307431,The Little James st. Manor,Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,Entire house,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Iron and iron board'
 'Free parking']",7251896,Lloyd,not confirmed,Inexperienced,0,Triana in Spain,Spain,8954,usd,Holiday Season,Yes,19-03-2015,19-03-2016,0.15,84.39,confirmed,943,0.72,Flexible,43.2,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Bread and Jam'],290,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.7,3,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",23.439,4.617,126.1095,2016
7600370,The Johnston’s Brownstone Inn,Café DuChill — now supporting ASPCA,Private room,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Washer and Dryer' 'Iron and iron board']",9229577,Fedrick,confirmed,Moderately Experienced,0.12,Richmond in Melbourne,Melbourne,3418,usd,Holiday Season,No,08-05-2010,08-05-2011,0.15,87.26,confirmed,842,0.75,Moderate,11.12,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Eggs'],367,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",1.46,5,No smoking,34.1972,1.971,96.1538,2011
1039231,The Jackfruit Tree,2-bedroom share in heart of Greenwich Village!,Shared room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'Smart locks for self check-in' 'Coffee machine']",5769093,Shu,not confirmed,Inexperienced,0,Richmond in Melbourne,Melbourne,1713,usd,Holiday Season,No,19-10-2012,19-10-2013,0.14,79.07,confirmed,401,0.42,Strict,16.19,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Eggs'],37,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.14,3, I have a cute and quiet mixed chihuahua.,22.907,0.9234,67.6949,2013
3845565,Cozy Cool Cabin,Private Bedroom in Large NYC Apartment,Apartment,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Free parking' 'Pool']",5179146,Andrews,not confirmed,Moderately Experienced,0,Constitución in Argentina,Argentina,8191,usd,Holiday Season,Yes,24-10-2015,24-10-2016,0.14,79.63,not confirmed,994,0,Flexible,57.95,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Juices'],351,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,5.97,8,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",22.963,12.8952,88.2341,2016
4902886,West Shore Country Hale,"Wonderful Studio In Brooklyn, NY!!!",Shared room,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Washer and Dryer' 'LED TV']",8703890,Mariia,confirmed,Experienced,0.15,Poncey-Highland in  Georgia,London,7812,usd,Holiday Season,Yes,05-05-2021,05-05-2022,0.14,77.11,not confirmed,154,0,Moderate,46.25,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Milk'],441,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,9.34,1,Clean up and treat the home the way you'd like your home to be treated,34.2775,2.5218,81.7156,2022
6556192,The Ruby Garden,Lovely Brooklyn Brownstone 1BR!,Apartment,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Free parking' 'Coffee machine']",7143762,Hunt,confirmed,Experienced,0.12,Capucins in France,France,1152,usd,Non Holiday Season,Yes,17-04-2016,17-04-2017,0.1,89.88,confirmed,790,0.22,Flexible,16.75,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Juices'],400,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,7.92,5,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,34.7736,10.692,71.11,2017
3298413,Danielle’s Boutique Inn,UWS Brownstone Near Central Park,Entire house,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Smart locks for self check-in'
 'Heaters']",4948126,Jay,not confirmed,Inexperienced,0,Triana in Spain,Spain,2820,usd,Holiday Season,No,03-04-2017,03-04-2018,0.1,65.43,confirmed,821,0.65,Strict,17.82,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Bread and Jam'],293,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,3.15,8,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",21.543,6.804,84.1164,2018
5982804,The Home Away from Home,BIG ROOM / DOWNTOWN  LOFT /,Private room,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Air conditioning' 'Washer and Dryer']",2655680,Brad,confirmed,Moderately Experienced,0.14,Constitución in Argentina,Argentina,3773,usd,Holiday Season,Yes,14-01-2012,14-01-2013,0.12,81.55,not confirmed,714,0,Flexible,44.09,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Yogurt'],425,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",4.43,5,No smoking,34.572,5.9805,67.517,2013
7286023,Palm Springs Bungalow Hideaway,Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,Apartment,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Smart locks for self check-in' 'Free parking']",6499906,Elizabeth,confirmed,Moderately Experienced,0.14,Oak Lawn in  Texas,Sydney,5428,usd,Holiday Season,Yes,20-08-2010,20-08-2011,0.11,78.94,confirmed,243,0.69,Strict,27.55,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Yogurt'],162,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",9.94,6,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,33.9456,16.1028,115.4896,2011
9441115,The Johnston’s Brownstone Inn,Incredible Prime Williamsburg Loft!,Shared room,Cabin,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Washer and Dryer'
 'Heaters']",6353303,Camilla,confirmed,Moderately Experienced,0.15,Poncey-Highland in  Georgia,Greece,2954,usd,Holiday Season,Yes,26-09-2018,26-09-2019,0.11,78.95,confirmed,84,0.6,Flexible,31.16,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'OJ'],437,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,3.2,1,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",34.7375,0.864,96.7625,2019
6274965,Baker Avenue Bungalow,Cozy Studio in the Heart of Greenwich Village,Shared room,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Coffee machine' 'Free parking']",3769292,Bill,confirmed,Inexperienced,0.15,Triana in Spain,Spain,6862,usd,Holiday Season,No,08-01-2017,08-01-2018,0.11,78.44,confirmed,453,0.29,Moderate,45.3,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'OJ'],282,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,4.91,2,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,34.61,2.6514,88.0522,2018
8629083,The Northern Colonial,Harlem/Hamilton Heights Cozy Room,Apartment,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Pool' 'Smart locks for self check-in']",1680235,Sarah,confirmed,Experienced,0.14,Constitución in Argentina,Argentina,1305,usd,Non Holiday Season,Yes,25-08-2021,25-08-2022,0.11,87.53,not confirmed,177,0,Strict,36.56,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Yogurt'],376,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,4.31,2,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",36.0072,2.3274,73.7208,2022
2536505,The Oasis,Snug & Private Bedroom only 30-35 min to Manhattan,Apartment,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Heaters' 'LED TV']",3513570,Adele,not confirmed,Inexperienced,0,Triana in Spain,Spain,7909,usd,Holiday Season,No,27-03-2015,27-03-2016,0.15,65.13,not confirmed,718,0,Flexible,40.08,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Juices'],342,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.83,4," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",21.513,1.9764,59.0103,2016
3232038,Pennsylvania Avenue Best Kept Secret,Super clean & new 1 bedroom apartment,Apartment,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Pool' 'Heaters']",2395769,Freddy,confirmed,Inexperienced,0.13,Triana in Spain,Spain,9629,usd,Holiday Season,No,10-08-2019,10-08-2020,0.1,77.17,not confirmed,820,0,Strict,13.66,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Bread and Jam'],319,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.21,8," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",32.7491,17.7336,48.7087,2020
7537223,Cozy Guesthouse,Cozy BR in Wiliamsburg 3 Bedroom,Shared room,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Pool' 'Washer and Dryer']",9232908,Joris,not confirmed,Inexperienced,0,Constitución in Argentina,Argentina,2668,usd,Non Holiday Season,Yes,08-07-2014,08-07-2015,0.13,85.4,not confirmed,529,0,Strict,18.17,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Bread and Jam'],337,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.27,10,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",23.54,14.229,49.961,2015
3540203,The Ultimate Escape,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,Shared room,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Coffee machine' 'Iron and iron board']",6698465,Jay,not confirmed,Moderately Experienced,0,Triana in Spain,Spain,4564,usd,Holiday Season,Yes,04-06-2013,04-06-2014,0.13,87.28,not confirmed,65,0,Flexible,53.26,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'OJ'],205,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",1.66,7,No smoking,23.728,3.1374,74.0158,2014
1947428,The Artist’s Studio,Bright unique designer loft in Soho,Private room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Heaters'
 'Smart locks for self check-in']",8343978,Maira,confirmed,Inexperienced,0.13,Triana in Spain,Spain,2793,usd,Holiday Season,Yes,17-10-2019,17-10-2020,0.15,87.72,confirmed,633,0.65,Moderate,42.38,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Eggs'],140,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,6.97,1,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,35.1756,1.8819,118.9115,2020
9329176,Cozy Cool Cabin,Monthly Apartment Rental,Entire house,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Heaters' 'Air conditioning']",9324941,Terrance,not confirmed,Moderately Experienced,0,The Bukit Peninsula in  Indonesia,Georgia,8946,usd,Non Holiday Season,No,20-07-2009,20-07-2010,0.1,88.88,confirmed,359,0.44,Flexible,41.31,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Bread and Jam'],120,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,2.92,4,Clean up and treat the home the way you'd like your home to be treated,23.888,3.1536,101.2372,2010
2707912,Rosie’s Retreat,"Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!",Entire house,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'LED TV' 'Pool']",1221784,Owens,confirmed,Experienced,0.11,Capucins in France,France,8573,usd,Holiday Season,No,26-02-2015,26-02-2016,0.12,88.72,confirmed,242,0.55,Moderate,53.92,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Bread and Jam'],147,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.02,2,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",33.6312,2.7108,92.0856,2016
2587460,Rosie’s Retreat,"Fort Greene, Brooklyn: Center Bedroom",Private room,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'Coffee machine' 'LED TV']",7716374,Hill,confirmed,Inexperienced,0.15,Richmond in Melbourne,Melbourne,1287,usd,Holiday Season,No,06-11-2010,06-11-2011,0.11,79.41,not confirmed,292,0,Flexible,42.32,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Muffins'],401,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",3.83,10," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",34.8525,10.341,70.0433,2011
4103084,Baker Avenue Bungalow,Entire Apt in Heart of Williamsburg,Apartment,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Heaters' 'Free parking']",8318121,Elizabeth,confirmed,Inexperienced,0.12,The Bukit Peninsula in  Indonesia,Queensland,8908,usd,Holiday Season,Yes,31-10-2008,31-10-2009,0.13,81.78,not confirmed,540,0,Flexible,54.24,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Muffins'],13,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.33,8,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,32.9916,2.8728,74.5662,2009
